"TicketID","Description"
"1329725","Close grant with a status of Rescinded - Reqiest 110344      	 Req  110344 - State Resource Centre - NEHU was approved pre-GBS2 and was rescinded.  Please change the status of this grant to Rescinded. [see message attached]"
"1322747","Please close grant as Regular Close     	 Grant Request #s 90716 and 95607 were closed without final receiving reports.   Reports hae now been received and Legal Services have reviewed the reports and given the go ahead to close this grant as a regular closing.  Please flag the two Requests as Closed [see message attached]"
"1322527","PGI TDL item remains on TDL after its approval     	 the PGI for req#121405 remains on the TDL list and the grant is approved"
"1322513","Culetsu, Manuela     	 The PGI has been approved by the PO, but it is still appears on her to do list."
"1320071","GBS email notifications not reaching Outlook Inbox     	 Suzanne Shea sent email notifications to me via GBS upon finalizing the proposals for Req. 122344 and Req. 122332. Although GBS shows that an email was generated, I did not  receive the emails for either grant in Outlook (I have searched my inbox, deleted items and "Saved Temporary Retention" folder and not found either notification. Today, Suzanne re-sent an email as a test and I did not receive it."
"1319426","Revised grant descriptions     	    Please find the attached spreadsheet containing revised grant descriptions.  The descriptions that appear in Column D should be added to the following grant record fields:      Grant Description    External Communication Description    Description for ER Report    Please note that the text in the “Description for ER Report” field can be truncated.    We would like to have this done by midday tomorrow.    If possible, for each grant record that is changed, please have the system send an automated email notification to the assigned Grants Processor only.    Let us know if you have any questions or need additional information.    Thanks!  Chris"
"1317541","Is there any way you can tell me how many reports our dept has uploaded to gbs in the last year?     	 Is there any way you can tell me how many reports our dept has uploaded to gbs in the last year?"
"1317181","No "Reset board list" option"
"1306080","EasyUpload and DocGen icons disppeared often for some overseas offices       TAs reported this issue during the Global IT Meeting, will work with Brazil, South Africa, and Mexico office on troubleshooting it."
"1303546","some notification emails failed for RGA Agenda 5/1/2014"
"1303517","Unable to review GSR for Req# 113059"
"1295408","Unable to locate GSR submitted    req 113059 - 1106-0319    GSR was saved and submitted on 4/17/14 (appears on RPO's To Do List) but is not in the Grant Files.  I tried to resubmit but was only given the option of editting."
"1295226","Unable to finalize agenda and have RGA appear on OGC &amp; Presidents TDL in TSP-1     	 In TSP-1, continue to get error after updating status of agenda to final....requests do not appear on TDL"
"1285705","Add new tax information label and ER flag columns to the 990 reports     	 Per new requirement from the IRS, the 990 reports (both 990_pf_Payment and 990_pf_Approvals) need to display new tax codes from FY2013 onward.  Auditor requests to  1. display the new tax code next to the original tax code column  2. display the ER flag in the 990 report 990_pf_Payment"
"1285010","User does not receive grant Approved notification    User does not receive grant Approved notification although grant history shows the email was sent.    Ref. attachmet."
"1285003","GBS tokens for modifying grant descriptions    Need to create GBS tokens for modifying grant descriptions (3 fields are required to be edited)"
"1282979","GPU need permission to edit Grant description even after grants   are approved."
"1281466","Error on Sort"
"1280864","Approved Recoverable Grants (RGs) need to be marked as RGs."
"1280614","receive error when trying to create contact in PLAY     	 user receives error when trying to create contact in PLAY. Ref screenshot attached."
"1279428","Supplements change needed"
"1278731","permanent fix for ccl982 ccl557:unable to change GNL contact   after grantee change"
"1278436","User Authority Reports     	 User constantly experience the slowness when trying to run the User Memberships Group report and the Authority Groups report ."
"1268979","Linking Supplements     	 We’ve been asked to run an analysis on renewals so I need to query the linkage type field. However, I notice weird things with the linkage type description field. For example, Req# 119981 is the original grant. Req#122408 is a supplement.  However, the linkage type description for Req#119981 says "Supplement for Req#122408".  The linkage type description for Req# 122408 reads “Supplement for Req # 122408”. IN the former case, it should more clearly say that req# 122408 is a supplement of req#119981 and in the latter, it should read "Supplement for Req#119981".      I linked these two by navigating to Req#122408's page and clicking on Link Supplement under the action menu. Is it possible to reverse the relationship or clarify the field buttons so that the user will know to navigate to the original grant rather than the new one to link supplement?      Please contact me for more information.  x4771"
"1268465","unable to change GNL contact        request #122546 - unable to change GNL contact after grantee was changed"
"1266123","We encountered an issue with Emily’s email address (e.o’leary@fordfoundation.org) as recorded in FordPeople.  With an apostrophe, we cannot write back to the CRM system (I suspect that the apostrophe is not being translated properly).  Emily said that she does not use that email address; she uses  e.oleary@fordfoundation.org .        Will you please change her email address in FordPeople (to the one that does not have any apostrophe)?  We use FordPeople as staff source in CRM.         Regards,         Bet   ♥"
"1266077","Grant Approval notification has stopped     	 Director Vik Malhotra informed me that he no longer receives an auto-notification when a grant is approved by his VP/President. Have the auto-notifications been turned off and/or are other Directors no longer receiving these notifications? It was the Director's signal that he could inform the grantee about the status of the application. Thanks for looking into this."
"1265926","DocGen/RGA Entry - Save to VGF Not Working     	 When creating and entering information for a new RGA, and clicking "Save to VGF", the info and changes do not appear."
"1265918","New Delhi office GM unable to flag payment as Ok to Pay     	 New Delhi office GM Seema Sharma unable to flag payment as Ok to Pay for Req 122193 (see msg attached)"
"1263501","Two Requests approved 4/23 not uploaded to GP     	 Two Requests approved by the President for Weekly approval of 4/24 and approved on 4/23/14 are not uploaded to GP.  see screen shot attached"
"1246361","There is a field labeled "Modified" on a couple of lists.     	 This field seems to have been accidentally added to the lists.  I don't recall ever seeing this field before.   The label is "Modified" and it shows "Y" or "N" as values. ???"
"1245709","Remove grant 122046 from OLS Pink Form &amp; GNL approval TDL     	 The GNL/Pink Form for Grant 122046 to the Social Sciences Research Council was accidentally finalized from the Grants Processing TDL. Could you please remove it from the OLS Pink Form &amp; GNL approval TDL immediately and return it to the Grants Processing TDL?"
"1245604","RGA in the Grant Files"
"1245392","GBS Reports     	 GBS reports are not updated for yesterday’s approval and decreases. Payments, however, are fine!  Can you please advise why we having the same issue over again!  Approvals:   122354 ---121953  Decreases:  105712"
"1242556","Permanent fix for CCL966"
"1238610","User received Only one item can be selected for te requested   action, error on TDL Reports section"
"1238208","GSR approved by President not uploaded to VGF and grant not closed     	 A final GSR for Request 118231 was approved by the President for closing on 4/11, but the GSR is not uploaded to tVGF, and the reporting requirement shows GSR in process.  Please verify and close the grant and upload the final GSR to VGF."
"1238201","Payment not listed in Grantee Record Payments tab     	 There was a payment to the Amazon Institute of People and the Environment - IMAZON in 2013, which does not appear in the payments tab of the grantee record.  It appears in the payments tab of the grant record (Request #: 117805), but not in the grantee record.  See attachments."
"1238028","Easy Upload - Bifurcated Budget     	 Please add the Proposal -Budget(Bifurcated) to the document type in Easy Upload"
"1236983","Payment projections in FASB report do not include payments for future fiscal years     	 The FASB report for fiscal year 2013, does not reflect all projected payments entered in GBS, because GBS is only displaying financial information for two fiscal years at a time (current (2014) and next (2015). Payments projected in GBS for release in FY 2016 and FY 2017, are not captured in the FASB report for the end of 12/31/2013, as Future Projections. The total amount of the unpaid balance of all grants at the end of 12/31/2013 should match the total amount of the projected payments in the FASB Report, as all projected payments are entered in GBS. [see attachment]"
"1233649","permanent fix for ccl 959: dupliacte TDL for finalize the DAG"
"1231991","Hi,      Suddenly, the request no. 121719 was appearing twice in my To Do List. I have finalized the DAG for request no. 121719. But, there is still one with the same request no. is appearing in my TDL. Kindly do the needful.      Thanks and regards,   Heera"
"1224238","Data Warehouse data &amp; GBS data discrepancy"
"1219292","Request 121124 not uploaded to GP     	 All 16 Requests except 1 were uploaded to GP.  Request #121124 shows a status of GBS Submitted. [see messge and screen shot attahced]"
"1215604","Permanent Fix for CCL952     	 A Final Narrative reporting requirement was added to Req# 120328 with a Reporting Period Start date of 5/1/2014, Reporting Period End Date and Due Date of 10/31/2014....GBS displayed a confirmation message that the reporting requirement was successfully added, however, the requirement is not displayed in the reporting panel"
"1215157","Unable to process a budget modification     	 User entered updated grant budget information, submitted and received error message stating "CURRENT APPROVED BUDGET SHOULD BE EQUAL TO THE GRANT NET AMOUNT""
"1215074","RGA Document not on PO TDL     	 Req# 120979 has an RGA document that was submitted....it is on the TDL as viewed by SuperAdmin, however is not on the TDL for the PO"
"1214983","GSR has been processed and submitted by the GM but doesn't show on the PO TDL     	 Final GSR has been processed and submitted by the GM but it doesn't show on the PO's TDL - Req# 108167 - Association for Protection of the Environment"
"1212264","Grantee Access Contact Us Page Changes        Change "Help Desk" to "Global Service Desk"  Change phone number to "(+1) 212-573-4777"    Change Email to globalservicedesk@fordfoundation.org"
"1212181","Final Narrative report not displayed"
"1209362","Include approval timestamp on Exempt Purpose Memos"
"1205629","GSR not on TDL     	 User submitted GSR for FY 2011...status still says "InProcess Grants Manager Submit". This GSR is not on the TDL"
"1197234","Grant needs to be closed"
"1196410","Permant fix for ccl 945:Upload notification email not sent from GBS for Req. 121194      	 Presidential RGAs Workflow: 121194  The HTTP request to 'http://ffnyc-52-535/GrantManagementServiceHosting/EmailService.svc' has exceeded the allotted timeout of 00:01:00. The time allotted to this operation may have been a portion of a longer timeout.Exception Occured in SendEmailNotification Method"
"1194727","Request #121371 has not been approved and is not appearing on   the Presidential Approval To Do List"
"1193301","Generation of 1st reminder four times for the same report"
"1187998","Create NEW VGF QA enviorment at Cloud"
"1187478","GNC Arts And Culture was allowed to over commit funds"
"1187423","migrate the existing nineteen 4/3/2014 RGA Agenda received   General Counsel TDLs to new RGA workflow."
"1185471","Unable to process a decrease when the grantee has now returned the unused funds to this already closed grant       The grantee has returned the unspent funds. Please open the grant so that we can process the decrease."
"1182679","Grants Activities not reflected on GBS reports       All Grants approved on 27th are not reflected on GBS reports-  Also, a refund processed in GP fed to GBS are not reflected on GBS reports either!   Grant approvals with the issue: 121493, 121472, 121320, 122164, 121595 Grant refund:  110301"
"1174679","Reports: Back"
"1173091","Grant Recommendation Document issue     	 Grant Recommendation Document is not opening properly as the page layout is getting altered."
"1170135","Req. 121493 Approved but not uploaded to Great Plains        Req. 121493 to M-1 Rail was approved yesterday, but the GP Uploaded field on the grant page still indicates "GBS Submitted" so it appears to not have been uploaded to Great Plains."
"1170128","grant Req#121493 does not show up on Report        The following grants was approved in GBS, fed to GP on 3/26/14  but it is not reflected in GBS report today!  Request # G121493"
"1169772","Req# 121405 Record Status     	 Record status shows "Submitted for VP Recommendation"....request was downgraded and record should reflect status of VP Prelimary Complete"
"1167063","eTime - Java error  Which version of Java does eTime work with?"
"1166670","Interim GSR for 117650 had to be approved twice"
"1162668","Cannot edit Tax Document Type on Grant Page             Please allow Grants Processing the capability to edit the Tax Document Type under Grant Tax Information on the grant page in order to keep this field consistent with the tax status and classification. For example, I am editing the Grant Tax Information for Req. 120035 and was able to update the Tax Status and Tax Classification fields, but was not able to upate the Tax Document Type to accurately reflect that we had received the grantee's IRS Letter. This means that the Grantee Tax Information on the grant page is inaccurate and conflicts with the grantee page."
"1159053","Update the VGF metadata sync        1. publish the data for fields DocumentCategory, DocumentType,GrantType, and RequestNumber.  all the values need to be descriptive (not code number/ID)  2. to avoid sending too many records to Semaphore for re-classification, the SP job should determine if documents requires re-classification by comparing relevant metadata to previous day's records"
"1158468","Items not appearing on TDL for VPPR    The following two requests were submitting for VP Preliminary Review, but do not appear on Martin Abregu's TDL: #121814 and #121815."
"1158460","Removal of Organizational Assessment Requirement for PRI RGA on PO's TDL    Currently, the RGA Approval Process (workflow) doesn't require an Org. Assessment for PRI RGAs.  i.e, the RGA Cover Page finalizes without PO doing an Org. Assessment. However, this requirement still appears on the PO's TDL.   It would be great if we could remove this requirement form the TDL as well.  Please see attached email from S. Hairston dated 3/21/14.   Thanks Anil 3/24/14"
"1144697","Permanent fix for TDL batch approval       the batch approval failed, this happened to GC and Presidential approval"
"1144679","GSR incorrectly went to Rep's TDL        The GSR for PA#11201811 is in Nilcea Freire's TDL, after being approved by the RPO.  This GSR is for interim reports, as the grant was extended, and shows that the grant will remain active.  So the GSR only needed to be approved by GM and PO, and should not have gone to the Rep's TDL. See attachments."
"1142315","PO Aurélio Vianna gets frequent error message in his TDL        PO Aurélio Vianna completes and approves a GSR in his TDL.  Then he selects another GSR and clicks on "complete/view".  He gets an error message saying "only one item can be selected...".  He should not get this error message because there is, in fact, only one item selected (see attached snapshot).      The problem does not happen if PO approves one GSR and then approves something else (e.g., a modification).  But when he tries to approve a second GSR, the problem happens.  The workaround is to close GBS and open it again, which is annoying."
"1141434","GM contact information paragraph missing from GNL        For grant 0140-0386 (req. 121021), GM contact info paragraph was missing from GNL:  Communication regarding current administrative arrangements for this grant should be directed to the Grants Manager in New York, Dave Mazzoli, by telephone at 212-573-4856 or via e mail at d.mazzoli@fordfoundation.org."
"1141365","Grant number was not included in the GNL draft        #0140-0386 - Generated GNL for this grant and the grant number did not appear on page 1 (there is no budget page) - only "NEW.""
"1134353","culetsu, Manuela        on the cover page of the rga to KPMG (req. 122036) there is no code for Cali. (location of Impact)    please see example. thank you     () Cali,Colombia: 100%"
"1124540","Unable to change Tax Status and Tax Classification for Grant Record        Req. 121786 - 0145-0351    Did not have authority (unlike everyone else in GPU) to change tax classification for this grant to "Private Non-Op Foundation." I was only able to change the classification in the Grantee Record."
"1123987","Eight Requests for 3/13/14 still show Scheduled for Approval        It appears 8 of the Requests approved by the President for the weekly approval of 3/13/14 still show Scheduled for Approval.  Please verify if these were approved in the system and process the aprovals.  See att screen shot of the Request numbers"
"1121725","requests list"
"1121089","Open closed grants"
"1120187","An error message with system exception is always being generated after each attempt.  However, all other files have no problem with opening."
"1118361","FAP Budget Panel and Roll-Ups"
"1116010","Issue on deleting board member from Grantee Access"
"1113211","Upload issue        When adding/uploading document(s) to grant file, (not Easy Upload) I don't get a clock/circle icon letting me know that the computer is working on uploading although the "Upload" button appears to be somewhat grayed out.  Sometimes I get a timed-out message but if I refresh the documents have uploaded and are in the file."
"1104879","Budget Pages not displaying inactive cost centers"
"1104650","Workflow delay on creating next step task"
"1103937","Delete report for garnt 116029"
"1101978","Search results not displaying"
"1101925","ER Report does not include all reports"
"1100149","Non-Audit Comittee Grants"
"1096592","There are orphan workflows for approved grants        There are 5 orphan workflows for approved grants  121067  121494  121623 121683 121754"
"1096444","the field Total Amount seems incorrect        req 17238 - total amount in Payments does not equal total Amount of payments"
"1096099","TDL        122575 is not on my TDL for GM confirmation."
"1096093","Need to review current rules for Decrease notifications        Decrease notifications are now being sent to a distribution list that includes the President and Vice President. What are the current criteria for these notifications? We may want to remove some of the recipients. Also, are the notification rules that same for Decreases and Rescissions?    Please see the attached sample email."
"1095958","migrate the existing nine 3/6/2014 RGA Agenda received General Counsel TDLs to new RGA workflow."
"1092760","Invalid error message"
"1092724","GMF 635 Report not catching overexpended FAP        Req# 119981 (Charitable portion of membership FAP) is overexpended and is NOT being reported on GMF 635 - Overexpended FAP report"
"1092712","MetaData change        The pre-grant inquiry form for grant Req#  116682 (Women and Memory Forum) is in the file as a 'note.' Please change the metadata so that it is relabeled as the Pre-grant inquiry form.    The file is the most recently uploaded item in the file."
"1092706","Last Upload Date does not seem to update        when new versions are added to the RGA"
"1087504","Premises  SQL2012 server    this server will be used for troubleshooting and as a backup for the Azure SQL2012 server ffazu0317"
"1084085","Add Program Saving Carryover         The program savings to be transferred to Program Appropriations as a 2013 carryforward is $5,284,693.    [KZ20140228] the amount must be added as Caryover to the FY14 UnitReserve budget for Unit Reserve cost center and the transactionmark MUST BE "Balance Forward – CC LEVEL – FY14 Program Support Savings""
"1081950","Corrupted VGF file - 114853   The latest narrative report for this action appears to be corrupted.  Attempts to open the file either through the VGF or link to it on the 2013 narrative reporting schedule cause an error message to be return.  Similarly, it is not possible to delete the file from the VGF so that it can be re-uploaded."
"1081836","Grants on today's RGA Agenda do not show as Approved and are not on Presidential Approval To Do List   The following requests on the 02/27/2014 RGA Agenda received General Counsel Approval on 02/27/2014 and they are not showing as Approved and they do not currently appear on Darren's To Do List: - Request #121067 - Request #121494 - Request #121528 - Request #121623 - Request #121683 - Request #121754 - Request #121809 - Request #121822 - Request #121826 - Request #122018 - Request #122316   See CCL823, CCL800, CCL784, CCL584, CCL553 and CCL543 for similar issue."
"1081632","Pulication in Grant Files        Permanent fix for CCL874 and CCL238.  there are some  duplicated (identical) GrantMetaDocumentMap records for same documents"
"1081499","Cannot edit report requirement     	 received error message "Multiple controls with the same ID 'c4614aed-7f73-4a63-842d-0452c5f0f40f' were found. FindControl requires that controls have unique IDs." after click on Edit report requirement for Narrative Report on FY2013 for grant Req114853 (see attachment)"
"1081426","From:    Rios, Paz    Sent:  Thursday, February 27, 2014 2:11 PM  To:  Help Desk -  FF NYC  Cc:  Tadros, Maged; Chile, Ta.  Subject:  FF  generator         There is a problema with the FF generator in Word.  Due to  the following message, I have unistalled the FF Generator, and tried to install  it again, but I did not succeed-…  Please help"
"1081018","old Payment transactions in Payment List shows inproper EPI account number       Payment were made to an different account than what is displayed on the Payment Transaction screen.  For example, in Req#120867, the first payment of $100K on Sept 16 2013 was paid to account ended with 2748, and the rest of payments were paid to account ended with  900.  but screen shows all payment are paid to account ended with 900.  see account screenshot"
"1078876","Blank PA#s for some PRIs"
"1078738","Request # 121471 missing from Martin's TDL        Request #121471 (Justicia Global) was submitted on 2/9 by Vik Malhotra to Martin Abregu for VP pre-approval.  The request status is :Submitted, but it did not get to Martin's TDL."
"1078358","Query results do not display     	 When running a query, none of the results display, though there are supposedly 35 pages of results. They are all blank. See attached screenshot."
"1075622","GNL Date needs to be updated        Req. 120252     Please change the date from December 18, 2013 to February 25, 2014.     Thank you."
"1075563","User is unable to edit payments for Gender, Sexuality and Reproductive Justice cost center        User, Wanda Peguero, is unable to edit payments for any grants for the above mentioned cost center. She has authorities in AzMan for cost center and individual grant makers"
"1075389","Budget Transaction not successful        I transferred 200K but the budget does not reflect this amount, instead showing an increase of 100K. The transactions history shows that the amount allocated was 200,000."
"1074730","1). Short-Term GBS fix – update approval logic &amp; workflow to route Non-Initiative amounts to the Oversight VP based on cost center instead of Thematic VP (this is where the issue lies today in that there is no Thematic VP for Non-Initiative, and thus is displayed on all VPs TDL when approval is required) &lt;br&gt; Note: This refers to routing for VP Prelim and RGA approvals. &lt;br&gt;  2). Open discussion related to policy – Seek to have non-initiative grants fit with an initiative and then transfer funds from OVP or Unit Reserve to specific initiative – needs to occur at VP/President level 3). As a result of policy discussion, seek to simplify funds transfer/approval process; automate if possible."
"1072995","Change action from closed to open"
"1072775","Previously unit confirmed grant amount awaiting GM confirmation       122008- status is Request Ready for Review, however one contribution is listed under confirm grant amount.  Grant has been unit confirmed."
"1065091","clean TDLs after workflow completed 6 months        clean TDLs after workflow completed 6 months"
"1062519","permanent fix for ccl846:duplicate grant budget code        1. The Save button should be disabled after clicking.  2. System should not allow user to enter budget more than once for same budget category"
"1062168","when creating contact from Grantee Access, the User ID is blank        permenant fix for CCL788    we noticed some grantee contacts created from extranet do not have LoginName. Team is investigating on it."
"1061824","Duplicate PA# generated        PA #0140-0250 was generated for two requests: Request #121061 (Natural Resources Defense Council) and Request #121406 (Global Partners and Associates).    Similar to CCL835 and CCL799."
"1061573","User Authorities Report not being generated       Requested this report multiple times and it is not begin generated. Either system continues to run, or recieve an error message that a duplicate key has been requested."
"1059629","Two Requests approved for 2/20/14 have same PA number       Two Requests approved by the President for the Weekly Approval of 2/20/2014 have the same PA number.  [see screen shot attached]"
"1059626","All Requests approved except one - Request 121950       All Requests for the 2/20/2014 were approved, except Request 121950, which previously was not on the TDL after recommendation of the General Counsel [CCL864], it still shows Scheduled for Approval [see screen shot of grants approved]."
"1059399","GSR not on PO's TDL     	 request #112055 - report and GSR processed, but did not get to RPO's TDL for approval"
"1059385","Problem with GBS Views - working with IE9        Hi both me and PO Amy Brown are having similar issue with GBS views as before when using IE11.  Despite downgrade to IE9 several views are not working properly again, including Upload document."
"1059374","ADP/etime account unlock"
"1059149","Request signed off by General Counsel not of President TDL       Request 121950 for the Weekly Approval of 2/20/2014 was recommended by General Counsel but is not on the TDL for the President to Approve. See screen shot of Request attached."
"1058899","Cannot view GBS windows properly        Attached you'll find an image that shows what I see when I try to upload a document to GBS. I cannot use the pop-up because of the blank spaces."
"1058794","Error while generating first reminders        I’m getting given below error msg. while generating first reminders and am unable to generate the reminders:"
"1058149","Req #107091 Carolina for Kibera: Unable to change the document types for Endowment reports uploaded earlier."
"1057821","Unable to save a 6-month request."
"1056647","FAP RGA Budget shows two Total Amounts and Currency Format is missing.       FAP RGA Budget shows two Total Amounts and Currency Format is missing. Anil 2/18/14"
"1056539","Unable to access Contacts in Harvard University grantee record       Unable to access Contacts in Harvard Univesity grantee record (25549)"
"1056168","Correct misspelt word in GBS record - Request 118389/122548       I misspelt a word in the Reason for rdecrease.  Please make the necessary corrections to the word Investigator which shows in the GBS record for Requests 118389 and 122548.  Thank you"
"1056130","Delete duplicate budget line-item from Grant Budget - Req 116285       It appears that a duplicate budget line-item has been added to the Grant budget for Request 116285.  Please delete duplicate line-item, so that the total approved budget reflects the correct amount.  The document for the approved modification is correct. [see image of GBS budget attached]"
"1044919","Two recommendations from 2/06/14 still show Scheduled for Approval       Two of the 2/6/14 recommendaitons though signed off by General Counsel still show Scheduled for Approval and are not on the President's TDL for approval.  [see attached screen shot]"
"1042881","Please remove the OA from RPO's TDL       Katherine Wilhelm, the RPO has two OA for Wilson Center.  She has finalized one.  Would you please remove the other from her TDL.  She has already approved and finalized an OA.  Grantee is Woodrow Wilson International Center for Scholars and Grantee ID is 18514"
"1042578","Grant Maker and pools are not deactivated after their parent cost center is deactivated        permanent fix for CCL804.    the Grant Makers and Pools should be deactivated together if their parent cost center is deactivated.  this is part of CC699 before.  if the pool or grant maker is in use, then error message should be displayed when deactivating the cost center  sample grant makers and pools are  Pools List  Strengthening human rights worldwide - Global  Default Pool Strengthening Human Rights Worldwide Global Human Rights  Default Pool NON-INITIATIVE Global Human Rights  Default Pool Promoting Transparent, Effective And Accountable Government - Global  Default Pool Reforming Global Financial Governance Global Human Rights  Reforming global financial governance - Global  Director's Reserve  NY - Africa Regional Funds  Promoting Transparent, Effective and Accountable Government - Global    Grant Maker List   Abregu Martin (Rights and Governance)  Burlamaqui Leonardo (Rights and Governance)  Bickford Louis N (Rights and Governance)"
"1040065","Decrease routed to RPO TDL even though GM has the authority       As suspected, a decrease for Request 21216 was processed by the GM for a grant that was previously closed and then reopened, but after the GM processed the decrease it is on the Super User TDL.  Can w approve this decrease from the back-end, as we would prefer to retain the name of the former RPO who is not in the system.  Based on Foundaiton policy decreases upto $10,000 can be approved by GMs. See image attached"
"1039977",""
"1039912","the height of some text entry fields seems to have shrunk"
"1039561","GBS generated incorrect grantee name in internal email       request #121258 - Grace Anonuevo generated internal email after proposal review and the email included the correct request # and grant description, but had the incorrect grantee name"
"1039078","Cannot generate reminders         I am unable to generate reminder letters using the "Run Task" option.      I tried at the grant level, but still got a blank screen"
"1037008","Duplicate PA number generated       PA 0140-0228 was generated for two separate grants: req. 121591 - American University of Beirut req. 120225 - Minnesota Public Radio/American Public Radio   Similar to reported case CCL 799"
"1036928","Item not appearing on TDL       I need to GM Confirm the $200K grant amount contribution from the PERDP initiative for Req #121111, but it is not appearing on my TDL as it should."
"1036920","cannot upload to virtual grant file from gbs       when I try to upload documents in the grant files section I cannot see the box to click on tag and upload the documents."
"1036909","Decrease option is not avaliable for Grant Req#21216       althoug the refund is imported into GBS, the option is not avaliable for user to decrease grant."
"1036744","Unable to delete VGF document       User is not able to delete their own published or unpublished documents from the VGF.   See request 121121   User reports not able to format text that is not part of template"
"1036569","permanent fix for ccl732: GPU Pink Form and GNL Finalization shows invalid grants       we need to find out whether GNL document is finalizing from TDL or Grant files."
"1036390","Change GNL Date for Request #120516 to 02/11/2014       Please change the GNL Date milestone for Request #120516 to 02/11/2014. The letter was originally issued on 07/18/2013; due to the grantee's internal issues, the letter was not countersigned and they have requested a new letter with revisions.    This data fix will enable the correct new GNL date to appear on reminder letters to the grantee."
"1033834","Modification for budget approval of FAP not on TDL       A modificaiton for a budget reallocation for FAP (120770) does not appear on the RPO TDL for approval.  The GBS record shows In Proces under the Modification's panel, and also a Word document showing the GM approved the modificaiton is uploaded to the VGF."
"1033718","permanent fix ccl 819, End Date Modification not on TDL       system should check 'EGMED' type TDL only;  if there is a 'NEW'  'EGEMD' exist, then system should not create a new TDL,  otherwise system should create new TDL. SELECT 1 FROM vw_TodoLists WHERE ReferenceId = @ModificationId AND [Status] ='NEW' and TaskCategoryCode='EGMED'"
"1033658","Cannot run reminder letters on IPad       Bit 9 blocked the Cgen dll on the Citrix server.   GSD Please assign to Anthony."
"1033615","Requests #121648 and #121020 do not appear on Presidential Approval To Do List    Request #121648, on the 02/06/2014 RGA Agenda, received General Counsel Approval on 02/05/2014 and Request #121020, on the 02/13/2014 RGA Agenda, received General Counsel Approval on 02/06/2014. However, neither is showing as Approved and they do not currently appear on Darren's To Do List. See CCL800 for similar issue."
"1033594","Need new Linkage Type    Please add the following new linkage type:   Toward a New Architecture for the Human Rights Movement"
"1033317","RGA/DAG TEMPLATES       There is a “print outline” button but it still won’t “open up” my using color, bullets or italics – and this happens 50 or 60 % of the time when I open RGA/DAG templates."
"1032958","Unable to access Specially Designated Nationals database through FordNet       I am unable to access the OFAC Specially Designated Nationals database through the link on the FordNet homepage. See attached screenshot."
"1032755","End Date Modification not on TDL       Req# 110158 has an End Date Modification in process that is not on the TDL for the PO approval. Modification was submittied some time ago"
"1025203","Request and Grant Amounts Query Column - Cover Sheet Valid        Request and Grant Amounts Query Column - Cover Sheet Valid is showing incorrect data.  It seems to be opposite of what is true.  For example of the items on the list (see attachment) only Hartley House should have a valide Cover Sheet (it shows "N") and all of the other ones should not have a valide cover sheet (they show "Y")"
"1025184","Request and Grant Amounts Query Column           the column "Total Committed Amounts" is showing incorrect data.  For example all of my grants should not have any grant amounts committed at this point."
"1025051","Report duplicated on TDL        GSR listed 2x on TDL  118752"
"1024971","Request not on TDL for VP Recommendaiton        Dir/Rep recommendation for a Request 121581 was completed on behalf as requested by Hilary Pennington.  It is however not visible on the VP’s TDL - Martin Abregu.  It is however on the TDL of the Super User. Need Request moved forward for VP Recommendaiton by Matin Abregu."
"1024940","dag approved on 2/5/2014 now the status is unit confirmed        Grant action with req # 120647 was approved on 2/5/2014 and now the status has changed to Unit Confirmed"
"1024598","Unable to delete VGF document        Please delete document labeled- Budget Enterprise- Grantee proposal-Type: Tagged as CVs, Diversity table, executive Summary, narrative  CCL#, CCL812"
"1022055","unable to delete document from vgf        request #118714 - unable to delete financial report labeled "other". message received: The socket connection was aborted. This could be caused by an error processing your message or a receive timeout being exceeded by the remote host, or an underlying network resource issue. Local socket timeout was '20:01:00'."
"1021976","Not able to add in reporting requirement        Trying to add in a new reporting schedule Interim Financial for 1/1/13 - 12/31/13. (Request 118292)  Each time I receive the confirmation new reporting requirement added successfully, yet it is not there."
"1021943","History shows incorrect name for Workflow Restarts         See 120647    Workflow was restarted once by Cary and once by me, but it shows Manuela's name on the history."
"1021857","Grant Status of RGAs should change to “Scheduled for Approval” when the RGA Agenda is finalized (instead of placed into draft)         Now that General Counsel and Presidential Approval of RGAs is done through an electronic workflow, the Grant Status of RGA requests should change to "Scheduled for Approval" only after the RGA Agenda is finalized.  (In current production, the grant status of RGAs changes to "Scheduled for Approval" when the RGA Agenda is put into Draft mode; this is causing requests to move to the General Counsel's To Do List before the RGA Agenda is final.)  See the attached revised specifications."
"1021771","GM cannot enter Approved FAP budget to process modification        GM cannot enter original Approved FAP budget to process modification to reallocate budget modificaiton for FAP Request 114468 (PA 1119-0017). See screen shot."
"1021453","Permanent Fix for GBS1 users ADID        In GBS1, only limited contacts have ADID. 639 Grantee contacts are without ADID."
"1019578","Request 120647 was flagged as Unit Confirmed but is not on TDL        Request 120647 was flagged as Unit Confirmed but is not on my TDL to mark as Request Ready for Review.  DAG needs to be approved soon"
"1017405","Put a term date of 12/31/2013 for three Grant maker records   Put a term date of 12/31/2013 for three Grant maker records under the recently expired Cost Center - Rights and Governance. [see attached]"
"1017031","Need to look back in time at X. Briggs TDL           There were 7 actions listed on Xav's TDL on 2/2/14.  I asked Salim to look at these actions to determine why they were on Xav's TDL but when Salim reviewed Xav's TDL all of the actions were gone.  We need to recreate the list so that Salim can look at the specific actions"
"1016904","Approved Grant on confirm Grant Amount tdl         121524"
