"TicketID","Description"
"864082","laptop updates."
"863824","Requesting local admin rights for 2 users."
"863675","Please make the AD users local admins on their respective workstations.  The CMS deployment requires that these users be local admins for the CRM/Outlook configuration.             These privileges can be revoked by the end of the month."
"855731","Hi        Please add these servers to fordfoundation domain.              VM Name        Comments        IP"
"850748","Lenovo X1 Carbon Touch laptop profile."
"849260","Touchdown configuration for Android phone."
"849247","please add q.sun in the local administrators of nycws-psd2"
"849162","From:        Kothur, Kavitha   Sent:  Wednesday, December 04, 2013 1:34 AM  To:  GlobalServiceDesk  Cc:  Agrawal, Mitali  Subject:  Timecard                  Mitali is receiving a login failed message when accessing etime. Can the password be reset and sent to her email?                 Regards,        Kavitha"
"824872","DAG approved twice"
"818832","This could be because the user does not have admin right on the machine and the installation is not completed.  I include GSD on this email, so they can install it.   GSD, please note, user need the EA from GBS PlanA (testing environment).   regards,   Kevin Zhao @ FORDFOUNDATION"
"795061","Add recipients to automated email notifications re VP Recommendation of out-of-agenda Presidential-approval grants    When an out-of-agenda Presidential-approval grant (RGA) receives VP Recommendation, an email notification should be sent that reads "The following out-of-agenda grant has been VP Recommended and is ready for General Counsel review:"   The email should be sent to: - Responsible Program Officer - Grants Manager - Grants Processor (associated with the grant/Grants Manager) - Ken Monteiro - Elaine Kranich - Chris Gillespie"
"793820","When GC approved the TDL and presidential workflow process not moving forward to Presidential Approval TDL     permanent fix logic for CCL553 and CCL584 in this issue to avoid this kind of issue in future   Additional Symptom(s) Info: When GC approved the TDL and presidential workflow process not moving forward to Presidential Approval TDL due to workflow error (error description: Nullable object must have value)"
"778226","Issues with the "Quality Control Report Of Tax File Documents"      In report builder, the "Quality Control Report Of Tax File Documents" seems to have some problems:  a) I exported this report to Excel and it only shows 19 grants under my name, but I have 68 active grants.  b) for the grantee "Center for Higher Studies of Social Promotion and the Environment - CEAPS" it shows Financial Statements dated 1/12/2011, but in GBS,  this grantee's last financial statement is 12/31/2012;  c) for many grantees, the financial statement column is in blank, although the last financial statement information is in the grantee record in GBS (for example, the grantee COICA)."
"755132","GBS CRM Contact List has incorrect data    We run a report from GBS called "GBS CRM Contacts List".  This list indicates if the contact belongs to an active grantee.  Also, the initiative associated with this contact should be the primary initiative of the last approved grant.   We found that the "Grant is Active" column is incorrect.  For example, the organization "Progressive States Network" has one active grant (Req 120898), and the primary initiative is "More and Better Learning Time.   Based on 9/27 download (see attached), the three contacts for this grantee has various degree of accuracy:   1) Ann Pratt - not an active grantee, initiative is correct 2) Nyrekia Mayers - not an active grantee, initiative is NOT correct 3) Taimaire Adams - not an active grantee; initiative is correct.   All of the above contacts should be an active grantee (value of Y in column O (Grant is active), and an initiative of "More and Better Learning Time").   Please correct the report.   Please give this a high priority.  The Office of Communication is sending initiative-related communications (via CRM) to contacts with active grants on a regular basis ."
"746685","Kindly raise ticket for Upload issue in GBS. This is for user Sundari Kumar. While trying to upload the document under Rquest No. 120952, Sundari Kumar is getting the below error. We tried 3 times, and same error message.                     Thanks           Ganesh"
"728583","The automated notification that is sent when Ricardo signs off on RGAs can be deactivated. It currently goes to the RPO, Grants Manager and Grants Processing; however, no action is needed on the part of the email recipients and the notification is not needed.        Attached is a sample of the email."
"719492","Grant at Presidential approval was changed to Affiliated    It stayed on Presidential Approval tdl.  I went ahead and approved it and it got approved without Trustee Audit Committed approval."
"719491","Process for Approval Memo"
"712666","Create a standard report of current 501(c)(3) grantees' Employer Identification Numbers    Create a report that lists grantees having: - at least one open grant (Grant Status field = "Approved") AND - Tax Status field = "Tax Exempt 501(c)(3)"    The report should include the following columns from the grantee record: - Grantee Legal Name field - Tax ID/EIN field   (Note: This report will be uploaded to the Guidestar website and will enable us to receive an automated notification in the event that a 501(c)(3) grantee loses its exemption from the IRS.)"
"704702","Cannot edit a projected payment for fellow grants manager in   same unit"
"689170","Changes to Tax File Quality Control Report         Please make the following changes to the Tax File Quality Control Report (standard report under the Grants Processing report category):     1. Move "Tax Geographic Indicator" column so that it appears just before the "Tax Status" column.  2. In the "Charity Check Report" column, please include the "Last Upload Date" rather than the "Original Upload Date."  3. Add a column that includes data from the "Last Financial Statement Date" field in the Grantee Record. This column should appear after the "Public Support Test" column."
"684557","De-link Grants Information Unit system email from certain GBS actions    Please remove the Grants Information Unit email address(GrantsInformationUnit@fordfoundation.org) from the following GBS actions: 1. Decrease Actions Approval 2. Documents Finalized 3. End Date Modification Approval 4. Start Date Modification Approval 5. Payment Type Change Approval 6. Budget Modification Approval"
"684531","Currency formatting on FAP RGA/DAG"
"632131","Create advance DocuSign email   Create an advance DocuSign email notification function similar to the manual Grantee Access-related email functions.  See attached."
"628329","&lt;span style="'color: rgb(97, 106, 118); font-family: "Tahoma","sans-serif"; font-size: 8pt;"Times New Roman";'&gt;                     &lt;span style="'color: black; font-family: "Tahoma","sans-serif"; font-size: 8pt;"Times New Roman";'&gt;Rewrite stored procedure for Grant Amount list and Unpaid   Payment list"
"1524670","Galaxedev1 account is not working, please check whether password/account got expired"
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1512876","Getting error while logging into Cyber ark."
"1520157","Please make sure these service accounts are not locked and have sufficient permissions to run the windows batch job.                  ·               GBSIIQA_BatchProcess@fordfound.org       ·               GBSII_QADocHandlingService@fordfound.org                  Note:            Please inform this to windows team, our email firewall won’t allow to sent an emails to mindtree.com"
"1519007","Kindly allow sending SMTP emails from FFAZU3401 (10.4.2.9) to smtp.fordfound.org. Thanks."
"1516608","To optimize Sharepoint/FordNet performance, we are requesting the following:      1)        On FFNYC0355 (Sharepoint Production SQL server)   a.         Move the page file to a different disk partition.  Please set the page file to 1.5x RAM.   b.        Set SQL threshold limit to 12GB (if you want the application team to do this, just let us know).   2)        FFNYC0550 (Sharepoint Production Application server):   Increase C:\ drive to have a free space of more than twice RAM (at least 32GB free space is needed).  Please allow space for future system files that usually get loaded every upgrade/patch."
"1514846","Relax Bit9 on CRM QA server (ffsmq2200)"
"1514728","Add Galaxedev1 account to the FF NYC DB Admins AD group. Since GSD doesn't have the access to do it. Hence asssigning to windows team."
"1514157","Please relax the Parity9 security level in order to run all the * .bat scripts on the FFSMQ0503.   These scripts are scheduled and related to the Ontology Server Backup."
"1508106","allow dynamics.exe               This is for machine ffazu3401"
"1507918","Kindly add new server asset,  FFAZU1401  ( 10.4.2.16 ) onto the fordfound.org domain.       Add DNS canonical record, ERP TS UAT for this server.       Add both ffponce and fftriunfo to the server admins group for this server."
"1503347","Kindly add new server asset, FFAZU1300 (10.4.3.10) onto the fordfound.org domain.   Add DNS canonical record, ERPDBUAT for this server.   Add both ffponce and fftriunfo to the server admins group for this server."
"1503121","Relaxed Bit9 Security for a file (sesmove.cmd)"
"1501075","Hi GSD,   Please provide me access (same right as Qinghua Sun) to the Forgotmypassword mailbox.  thanks   Kevin Zhao @ FORDFOUNDATION"
"1499198","Kindly relax Bit 9 security level for FFAZU3401 for software installation"
"1495108","Please set up CISCO AnyConnect VPN for my laptop to work from home."
"1495041","Hello,             Kindly relax Bit 9 security level on FFSMQ0401 and FFSMQ0402 for software installation.                   Cheers,       Oliver"
"1494365","As part of the Change ID 2910 ,  Take VM snapshots for below servers.         The servers involved are:  1)            Sharepoint Production-  a.            FFNYC0235  b.            FFNYC0550  c.             FFNYC0355  2)            Semaphore Prouduction-  a.            FFSMQ0208  b.            FFSMQ0207  c.             FFSMQ0501  d.            FFSMQ0502  e.            FFSMQ0503"
"1494297","As part of the Change ID # 2910,   We need to Relax Bit9 Security on all servers specified below. This should be done before July 19 th  7AM EST .    Please do the needful. Thanks         SharePoint Production-    FFNYC0235    FFNYC0550    FFNYC0355      Semaphore Production-    FFSMQ0208    FFSMQ0207    FFSMQ0501    FFSMQ0502    FFSMQ0503"
"1492115","How can I add explicit implementation tasks to the change request after it has been approved?"
"1490978","I am trying to log into my webex account, and would not accept my user name.  I tried both b.mendoza@fordfoundation.org and b.mendoza@fordfound.org.    Please assist"
"1484514","We need a similar account to use in Production.  We will upgrade Production this coming Saturday.                Please name the account   S.SemaphorePROD@fordfound.org   .  It should be a domain account, and added to the local admin group for servers ffsmq0503, ffsmq0208, and ffsmq0207."
"1484319","GBSExtrnet system event log before 5/22/2014 was deleted, do you have backup?"
"1476805","Loaner laptop request"
"1476803","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1472165","PC move for intern"
"1471680","Configure mail on my Android device."
"1471640","n.ahmed@fordfoundation.org     r.susarla@fordfoundation.org    These two consultants need access to the following modules in MWatch and make them member of “FordGBS” resolver groups.       Incidents    Requests    Change    Problem"
"1469755","Dear GSD, Can you grant access to nycws-SAHI to our Cigniti consultants: n.ahmed@fordfoundation.org r.susarla@fordfoundation.org   thanks, Henry"
"1469498","GSD,   I am trying to install the trial version for Qlick view for testing purpose. But due to Bit 9 security I am not able to. Please allow my computer (NYCWS4853-0243) to install this software. Site for install: http://us-b.demo.qlik.com/download/"
"1469495","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1469342","Dear GSD,     Can you grant access to nycws-psd2 to our Cigniti consultants:     n.ahmed@fordfoundation.org     r.susarla@fordfoundation.org        thanks,     Henry"
"1455579","User requested for 8GB Ram to be installed on her machine. Currently she has 4 GB RAM on it."
"1452714","FFSMQ0300   Please increase disk capacity for the backup drive – W: with an additional 22 GB. Thank you.    Cheers,     Oliver"
"1450620","access share folder at \\ffnyc-52-324        Please check why we cannot access share folder at   \\ffnyc-52-324   .       Thanks,       Qinghua"
"1450463","Ahmed, Nafees    new user account has been approved.        Requested by:  Kwok, Henry            Susarla, Raghunadh    new user account has been approved.        Requested by:  Kwok, Henry          both are consultant account"
"1450063","I have a general problem when I need Windows Explorer access to servers which I RDP to via CyberArk and ffponce. In this particular case, I’m trying to test new ERP interfaces for Concur and ADP. I want to use data from ffsmq0300 where I have Windows Explorer access and move various files for testing to ffazu3300 where I don’t have access. Please create a data share to ffazu3300, E:\Ford Foundation, and all subfolders, and grant access to me and Oliver.      Thanks      Lou"
"1435324","Kindly relax Bit9 security level for FFNYC3250      Cheers,   Oliver"
"1432203","SMARTCONNECT Installation"
"1432195","SMARTCONNECT Installation"
"1427762","From:    Sundar, Flint    Sent:  Monday, June 23, 2014 11:42 AM   To:  Mendoza, Bet   Subject:  FW: Change ID: 2848 - Update CRM2011 to Rollup11        Bet,        Can the backups be deleted? Let me know how long you need them.         Windows Team,         Two weeks from now, can you check with Bet and delete the respective VM snapshots please?        Thanks."
"1417263","Wayne has asked us to install the new version of CITRIX receiver on your computer."
"1417068","Please relax Bit 9 security on ffnyc3300 and ffnyc3250."
"1417020","Kindly relax bit9 security on FFSMQ0401 and FFSMQ0402 terminal servers, in preparation for this afternoon’s software installation."
"1414543","Need to update the  CITRIX receiver application as per the instruction from Wayne."
"1409537","Tomorrow, June 18, we will be upgrading Semaphore to v3.7 on the non-production servers.  Please relax security from 8am through 12pm on the Semaphored DEV and FordNet QA servers, as follows:                      FordNet QA          Application          ffnyc3550"
"1405772","We’re having an issue establishing a connection with one of our ERP consultants, Mark Sheppard from Tribridge. Mark has two user ID’s, m.shepard (for VPN access) and ffshepard (for access to our ERP terminal and database servers).      I believe these ID’s are disabled. Please enable them and reset the password for m.shepard and send him the new one under a separate email to his attention. I had sent Mark instructions and a personal sdtid file for our RSA security passwords. However, Mark says that the file is password protected. Please contact Mark (585-314-0298) or he can call you. We need to get him access to these systems as soon as possible:    ·            VPN    ·            ERP Dev TS  – ffnyc3250    ·            ERP Dev DB – ffnyc3300    ·            ERP  Test DB – ffazu3300    ·            ERP Test TS – ffazu4301    ·            ERP Test App – ffazu3504    ·            ERP Test Web – ffazu3200      Thanks      Lou"
"1405545","Kindly relax Bit9 security level on FFAZU3401, so we may update software. Thanks."
"1396807","Kindly relax Bit9 security on FFAZU3401, so we may install an updated DLL file. Thanks."
"1396643","We regularly update the CRM staff contact list from the Sys-List-Dashboard List in FordPeople.  Please include Summer Interns on this Sys-List-Dashboard list.  The summer interns are needed by the Office of Communications for their mass email activities.              Please give this a high priority, as OC needs for them to be included in the next This Week At Ford email.                 Bet Mendoza        Program Systems Development"
"1396098","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1393448","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1390877","As we discussed, I’d like to request that GP terminal servers (FFSMQ0401 and FFSMQ0402) be rebooted every Monday thru Friday at 8:00 PM (New York Time). Please check to make sure that there are no active user sessions on the servers before they are rebooted. I will be sending out a note to all users, so feel free to contact anyone who is displayed as being active at 8:00. If after being contacted, the user insists that they must continue to work on the server, allow them to do so; alert Oliver Triunfo and I via email; do not reboot that server on that particular evening; but, logoff all disconnected user sessions on that server.      Thank you for your assistance on this      Lou"
"1390468","We need to receive files from an outside consultant. What is the process for providing them with a syncplicity account?"
"1387774","I am trying to login to the above named server using ADM_Sharepoint account.      First, I get this error message.   After I click YES above, I get the below message.    Please do the needful so I can log into the server."
"1387496","I had trouble logging in this morning until I realized that the user ID being presented was GSD’s. This is usually an indication of the last user to log onto a PC. Was this because of a mass software update done for everyone and the GSD ID was used?"
"1387145","Hi,        We are considering to move the GBS related software, e.g. OFAC, web controls, etc., to the ffnyc-52-606/Apps, please advise what is the proper way to proceed        regards,        Kevin Zhao @  FORD FOUNDATION"
"1387105","Hi GSD     Please add  ADM_Reports in the administrator groups of ffsmq03302.   Thanks,   Qinghua"
"1386893","We will be upgrading CRM 2011 to Rollup 11 on the Dev and QA environments.  Please relax any security (Bit9) on the following servers on June 11 from 8am through 10am.      1)        FFSMQ3200 – CRM Dev Application Server   2)        FFSMQ3201 – CRM Dev Web Server   3)        FFSMQ2200 – CRM QA Application Server   4)        FFSMQ22-1  - CRM QA Web SErver"
"1384877","Dear Sir,      I am trying to configure the SharePoint User Profile Service on the FFAZU3550 server(DEV APP).   For the SharePoint server side, all settings are fine regarding for User Profile Service.   I am using the account ffnetSPSync_Dev for the active directory synchronization.   Would you check if this account has the Replicating Directory Changes permission in the active directory?   The below link has the information how to give this permission to a user.   Thank you so much.   Kwang         http://support.microsoft.com/kb/303972"
"1373514","GSD,     I need to restart “ffsmq0209” server.      There are two issues which lead to restart the server.      ·             SQL Server Service is not starting          ·             IIS reset is also not working."
"1367991","Helllo,   Kindly relax Bit 9 enforcement level for FFAZU3401. We are trying to install new DLLs on the development server.    Cheers, Oliver"
"1367671","Please configure the printer in my system"
"1367629","New staff account approved by HR for:  Alvarado, David                  Title:    Summer Intern         Division:    Operations         Office:    New York         Unit:    Information Technology         Subunit:    Program Systems Development         Cost Center:    5440         Position Type:    Intern         HR Legal Name:    David Richard Alvarado         Employee ID:    513838         Manager:            Assistant:            Program Unit:            Initiative:            Grants Manager:           Open FordSCM"
"1357156","Dear Sir,      I am trying to develop the InfoPath Form on my desktop.   The Parity software blocked running the form on my machine.   My desktop name is NYCWSS5132-0243 and IP address is 172.20.2.81.   Please help me.   Thank you.   Kwang"
"1352960","we are facing 2 issues in the Azure environment. Not sure if they are related to the Microsoft Patching.    1. SQL Server Agent job on ffazu0320 was disable. I went and start it. Every time the updates happen, we should make sure it is up, on all the Azure server listed under my name.  2. We want to add “ftp://citrix.foundationcenter.org/ “as trusted site on ffazu0319 and ffazu0320 server. We are using this site to get information from Foundation Center and store in Ford Foundation DW.    - Mitali"
"1348910","Hi GSD   Please allow q.sun to remote login nycws-student01, and allow q.sun to setup outlook mail box at nycws-student01.   Regards   Qinghua"
"1340885","please remove q.sun profile from nycws-student1 machine   I want to recreate new profile on nycws-student1 machine.  Thanks."
"1339698","Kwangkheol Kim account seems to have been decomissioned.  No email, no phone directory.  PLease reinstate immediately.  Should have been active for another 5 months."
"1337797","Webex installation"
"1337313","Please allow ADM_GALAXEDEV1 access FFEXT-52-203 from cyber ark."
"1332630","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1330839","Hi GSD,                 Please create an account CRM_CDService.  thanks                Kevin Zhao @ FORDFOUNDATION"
"1329662","I received the following email and I do not know what this relates to. What is Parity? Kindly advise."
"1323138","Please configure the printer in my system"
"1320265","Assets Tab missing in the MWatch."
"1320080","Please allow the evernote.exe and dropbox.exe on nycws4699-0243"
"1319731","From:  Agrawal, Mitali    Sent:  Thursday, May 15, 2014 12:20 AM   To:  GlobalServiceDesk   Cc:  Kothur, Kavitha   Subject:  Galaxedev5 permission      GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317808","GSD,      I need a soft token for RSA.        Thanks,     Mitali"
"1317711","GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317443","Windows Activation on FFNYC3235 server  Dear Sir,    Would you please take care of the Windows Activation on the FFNYC3235 server?  Thank you.    Kwang"
"1316975","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1316959","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on the FFNYC3550 and FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1314307","Please unlock dll under e:\gbs windows services\tsp1services  please unlock these dlls permanent."
"1312336","I have a CISCO phone model 7945 currently in use on 2nd floor with extn - 4895. So please remove the appearance from 8th floor for the same extension."
"1311012","Hi GSD,                 Please allow the application batch process exe in ffnyc-52-220 to test the application"
"1297581","Global Service Desk:        Please install Syncplicity on my workstations, NYCWS4895-0243 and NYCWS4895B-0243. Thanks.        Cheers,     Oliver"
"1281099","Please install Microsoft .NET Framework 4.5 on FFAZU3401. It is a prerequisite for the software I am installing. Thanks."
"1279151","correct format to login with webmail"
"1278997","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1276906","EPV and Access to Servers  Please grant Kwangcheol Kim the  same priviledges as Shuyuan Zhao in all CRM and Sharepoint servers.  He will shadow Shuyuan in all of Shuyuan’s tasks.    Thanks.       Bet Mendoza"
"1276762","Visio Needed      Please install Vision 2010 on Kwancheol Kim’s workstation.  He needs it to draw topology diagrams of our applications.                 Thanks.                  Bet Mendoza          Program Systems Development"
"1276757","suspicious email related"
"1276685","Hello,                 Kindly relax Bit9 enforcement level on FFAZU3504 for software installation of updated SmartConnect v2013 Build 89. Thanks.                 Cheers,         Oliver"
"1276512","From:    Ponce, Lucius    Sent:  Monday, April 28, 2014 10:27 PM   To:  GlobalServiceDesk   Cc:  Tadros, Maged; Earley, Thomas   Subject:  FW: Important: Virus Outbreak        Please see the email I received below. It looks suspicious to me. Please check.        Thanks        Lou         From:      security@corp-it-security.com     [mailto:security@corp-it-security.com]      Sent:  Monday, April 28, 2014 12:39 PM   To:  Ponce, Lucius   Subject:  Important: Virus Outbreak        IMPORTANT - VIRUS OUTBREAK    The recent spike in traffic on our internal network was successfully correlated to a computer virus outbreak. We have taken several measures to limit the impact of the virus on our information systems and cure those affected by it. However, we require your cooperation to confirm eradication of the virus.   Please perform a quick virus check against your machine to ensure that it is not affected by the Amirecivel.C virus by clicking here at your earliest opportunity.     NOTE: This virus will not be detected by your computer's anti-virus as there is no comprehensive detection signature for it.     For more information about this virus please refer to:    http://securityresponse.symantec.com/avcenter/venc/data/w32.amirecivel.c.html#technicaldetails      Thank you once again for your cooperation.    Information Technology    FORD FOUNDATION         ******************************************************************************************  This email may contain confidential and privileged information for the sole use of the intended recipient.  Any review or distribution by others is strictly prohibited.    If you are not the intended recipient, please contact the sender and delete all copies. Thank you.  ******************************************************************************************"
"1269013","Hello,      FFSMQ0200   Please increase disk capacity for the Operating System drive – C: with an additional 2GB.       FFSMQ0300   Please increase disk capacity for the tempdb database drive – T: with an additional 1 GB. Thank you."
"1264689","A new consultant will start his engagement for the Business Applications Group on Monday, April 28.  His term is 6 months.               His name is Kwangcheol Kim.  Please set up a workstation in the consultant area on 2 nd  floor, 43 rd  Street Side.  He needs an AD account, a mailbox, and access to FordNet.  He also needs access to use ADM_Sharepoint and ADM_CRM accounts.               I am cc’ing my manager, George Fertig, who had approved this request."
"1260995","Hello,      I am trying to install eConnect on FFAZU3300 and receiving the following error message.      Cheers,   Oliver"
"1259790","Please export this file with updated data. FORGBS Complete Mwatch ticket details"
"1258703","I have always been able to get to ClickDimensions support page.  Today, I cannot.  I get the message below.  Please unblock."
"1258289","Hi,        The ffazu0523 is no longer needed, please remove this server from domain        Thanks,     Kevin Zhao @ FORDFOUNDATION"
"1257653","Sathish called in to check if any changes made to VPN client recently."
"1250066","Can you set up Outlook on the Student machines for the following users?    We only need one machine per user.                  ·               Lossa, Grace;          ·               Somwaru-Jailall, Rashma;          ·               Silkworth, Rachel         ·               Wollensack, Rebecca                 Please let us know which machine has been set up for which user.    It would be helpful if the machines were close to each other."
"1249218","add ADM_GBS as admin to server ffnyc-52-301 and FFNYC-52-205 and FFNYC-52-208"
"1243633","Pleas allow SMTP for server ffsmq0523  thanks,  Kevin Zhao @ FORDFOUNDATION"
"1215499","Firewall differences between Production and QA environments  In the CRM QA environment, I do not get the proper ClickDimensions icons when changing CD settings.  In CRM Production, the icons show up.  ClickDimensions think it’s a difference in the firewall settings of these two environments.    If there is indeed a firewall difference, can you please set the CRM QA environment to have the same firewall settings as the CRM production environment.  The IP address that need an exception are found in http://help.clickdimensions.com/what-firewall-changes-are-needed-to-allow-clickdimensions-proper-access-to-your-crm-deployment/.    Please let me know if you need additional information.         Bet Mendoza"
"1209477","Hello GSD,      One of the project which I am working currently, needs more  memory. The application crashes a lot on my existing machine. Cannot work  consistently.        Thanks,     Mitali"
"1191681","I noticed that my ffponce profile does not have sys admin rights on the GP Test Terminal Server (FFNYC3250). Please provide those rights.    Thanks"
"1190455","Please add these computers in the domain.     Local user id/password:  q.sun/320E43rd                VM Name        VM Images        CPU     (Cores)        RAM         Actual Name"
"1187861","Dear GSD,    Can we change the label/name from “Correspondence Control CMS Issue” to “CRM CMS Issue”?      Members of CRM CMS Group:                   Bet Mendoza, Shuyuan Zhao, Henry Kwok         NOTE:   Correspondence Control Unit (CCU) has been renamed Correspondence Management Unit (CMU)   Correspondence Control Unit System (CCU) has been renamed Correspondence Management System (CMS)   CMS System is now a part of CRM and no longer a part of GBS.   CCU System has been decommissioned.       Thanks,   Henry"
"1187496","I would like WebEx installed on my workstation. Thank you.     Cheers,  Oliver"
"1167037","We received call from Henry requesting if we can shorten the MWatch ticket e-mail notifications for GBS group. The way it appears now “FordGBS (Grant and Budgets System)” to just “FordGBS” so that it will easy to identify the category from the Inbox view. Please find the attachment."
"1163801","Please relax Bit9 security on CRM Production server FFSMQ0211 from March 26 through 28.      Thanks."
"1163276","please allow our new version of code on ffnyc-52-517     Please allow this dll, it is developed by us."
"1160347","Hi Helpdesk    please add these users to the group of 'FFSMQ0523 Admins LCL'  q.sun  k.zhao  N.Oliva  thanks,  Qinghua"
"1148989","ffsmq0401  ffsmq0402  need to change the enforcement"
"1148988","ffsmq0401  ffsmq0402  need to change the enforcement"
"1135138","Qinghua needed assistance with getting his active-sync settings updated on his Android phone in order to restore email access."
"1123351","Still application exe blocking in ffsmq3302 server.                Please allow this exe, it is affecting UAT testing"
"1119183","Request to change the computer Name and location to   NYCWS4995-0243 - 2-43 (230)"
"1119166","Request to change the computer Name and location to 1-42 (109) - NYCWS5375-0142."
"1118586","Dear GSD,   Would it be possible for Margaret Hempel or Jenny Toomey to rdp into the student testing machines as students or as themselves?   Thanks,   Henry"
"1105121","Hi Helpdesk   Please add adm_gbs into local administrators group of ffnyc0523, also allow adm_gbs to RDP from cyber ark into this server.   Thanks,   Qinghua"
"1096787","Bet is troubleshooting an issue surrounding the CRM add-in and requires admin rights to access the system registry to delete a reg-file/key."
"1092342","The user requested to have his Slate Tablet configured so that he would be able to log into the VPN."
"1089438","Need ability to execute this file"
"1083577","Approved the PSSDIAG.exe on BIT9 for server ffazu0317  please allow the exe file to run on ffazu0317, see image  below  thanks"
"1081477","Are we having network issues? My network connectivity went down. I had to reboot to get it back.      A user is experiencing problems connecting to ClickDimensions.       Bet Mendoza    Program Systems Development"
"1081439","Hi,      allow new exe file in dev server      We submitted the BIT9 request using the form below before, please assist"
"1081068","Please create a server (same configuration as ffnyc0523) for new version of TFS.  This server will replace the current ffnyc0523 and ffnyc-52-324.  Both ffnyc0523 and ffnyc-52-324 can be retired after the new TFS setup.  This server should be on Tier2 also"
"1081063","Please create a Premises SQL2012 database server (Windows Server 2008 and same configuration as current ffnyc-52-302).  This server will be used to troubleshoot the cloud environments related issues and should be tier2."
"1078817","Dear GSD,    This is a request to set up NYCWS4644B-0243 in the same way as the Training Machines on Level B or to remove this system from any OUs so that I can set up the machine myself. My preference would be to remove this machine from the OUs. This is my test machine and I need setting changed quite often.    Thanks,   Henry      This is what I see when I go to the compatibility view settings. I am able to select/deselect “Display all websites in Compatibility view”, but I’m not able to select/deselect “Display intranet sites in Compatibility View”."
"1078307","please add q.sun to administrators group of nycit4857vd0342"
"1078129","Infrastructure sets up access and permissions to the servers.  But everything goes through the Help Desk.  So, I am cc’ing the Help Desk to route to right resource to request the following:        1)          Create an account (ADM_Semaphore) with below-stated permissions to the following servers:                   FordNet   Dev/QA             Application             ffnyc3235             FULL"
"1075857","Mitali Agrawal - Needs Developer Image on New Hard Drive    It is NOT related to IE upgrade/downgrade. Will explain in person when you are  in office. I will get the standard developer image ready for you soon.  When are  you expected to be in office? We will have to install all your softwares on the  new hard drive."
"1065092","Need to know whether do we receive mail with attachment contain compressed .exe file from other domain mail account."
"1064809","Wayne has requested a local printer on George's behalf, to be installed today."
"1064463","The user requested to be issued a iPad for use for by the department."
"1059354","We are using ffisupload account to upload doc to GBS, please enable this account."
"1056213","Hi Helpdesk   Please add nycit4857vd0342 back to fordfound.org, this i sour DEV computer.   You can login ffadmin/320E43rd now.   Regards,   Qinghua"
"1050247","the ie on my ff laptop is downgraded to IE8 somehow"
"1040421","Need admin access for ADM_GSD account to the server FFAZU0517"
"1039501","Hi Helpdesk  Please add windows azure server 2012  ffazu0523 to the foundation domain.  This is our new TFS server.  username/password: sun/320E43rd  Thanks,  Qinghua"
"1039020","Hi       Please provide admin right to adm_GBS and adm_reports to my workstation (nycws4699-0243), so we can RDP to it          regards,        Kevin Zhao @  FORD FOUNDATION"
"1037602","This is an urgent request.     Kavitha        From:  Mendoza, Bet   Sent:  Tuesday, February 11, 2014 5:43 PM   To:  Kothur, Kavitha; Zhao, Shuyuan   Cc:  Ponce, Lucius; Zhao, Kevin; Fertig, George   Subject:  RE: Access to Fordnet servers"
"1033207","Hi  Maged,        Please create the  token for GalaxEdev3 (Jayanthi).  Jayanthi has to use other's credential to work  at this moment.        Thanks       &lt;span style="'font-family: "Times New Roman","serif"; font-size: 10pt;'&gt;Regards, Kevin  Zhao @ FORDFOUNDATION"
"1026368","Hi,      Please create a new AD account (GalaxeDev7) and soft CyberArk access token for our new Galaxe Consultant.  The account should be set up same way as GalaxeDev4, including the permission.  Please let me know if you need more information       regards,        Kevin Zhao @  FORD FOUNDATION"
"1026053","Hi,      Please add GalaxeDev6 into GBS team in mWatch.        regards,        Kevin Zhao @  FORD FOUNDATION"
